"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDFG","WSF2","WSF5","WSFG"
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-04",,"0","0",,,,,"0","12","1","0","0","20",,,,"66","7233","711",,,"41.3","50.4","32.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-05",,"4","4","6","6","0","0","0","0","0","9","0","33","0","0.0","1.29","83","7632","399","3.28","0.0","52.2","63.6","40.9",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-06",,"22","18","4","3","0","0","0","0","0","14","1","37","0","0.0","0.72","91","7819","186","1.50","0.0","59.4","71.0","47.8",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-07",,"255","234","1","0","0","0","0","0","0","31","12","46","0","0.0","0.03","95","5","5","0.03","0.0","72.4","87.4","57.3",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-08",,"330","75","1","1","0","0","0","0","0","29","2","45","0","0.0","0.26","90","65","60","0.26","0.0","65.5","79.1","51.9",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-09",,"370","40","3","3","0","0","0","4","0","14","1","31","0","0.0","1.46","90","402","337","3.47","0.0","55.1","66.6","43.6",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-10",,"370","0","4","3",,"5","0","14","2","2","0","20",,"9.0","0.39","73","1082","679","3.80","25.0","43.1","52.4","33.7",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-11",,"370","0","2","1","0","0","2","20","7","0","0","-2","0","0.0","1.78","66","2018","937","1.84","0.0","33.8","41.5","26.0",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2017-12",,"370","0",,,,,"9","27","16","0","0","-16",,,,"58","3322","1304",,,"22.9","31.2","14.7",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-01",,"0","0","5","1",,"3","5","22","4","0","0","-22",,"3.0","0.35","54","4386","1063","0.47","6.0","30.7","40.1","21.3",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-02",,"0","0",,,"27","15","11","28","20","0","0","-17","24","8.0",,"45","5785","1399","2.08","50.5","15.0","25.6","4.5",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-03",,"0","0","4","2",,"2","0","31","5","0","0","2",,"6.0","0.32","59","6822","1037","0.57","10.0","31.5","40.9","22.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-04",,"0","0","5","5","7","4","1","15","4","3","0","-1","10","7.0","0.59","76","7624","802","1.49","20.0","38.3","49.1","27.4",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-05",,"0","0","5","5",,,"0","0","0","14","0","36",,,"1.30","78","7908","284","3.69",,"55.9","65.8","45.9",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-06",,"7","7","8","5","0","0","0","0","0","13","0","40","0","0.0","1.80","85","8123","215","3.76","0.0","58.1","67.9","48.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-07",,"88","80","2","2","0","0","0","0","0","26","2","39","0","0.0","0.27","93","78","78","0.51","0.0","65.1","78.9","51.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-08",,"195","108","4","3","0","0","0","0","0","25","4","37","0","0.0","1.03","98","211","133","1.76","0.0","64.2","78.1","50.3",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-09",,"199","4","10","8","0","0","0","4","1","9","0","26","0","0.0","0.60","82","628","417","2.60","0.0","51.2","61.9","40.5",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-10",,"199","0","4","2","2","3","0","13","1","1","0","21","6","9.0","0.65","72","1320","692","1.41","16.0","42.7","52.3","33.1",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2018-12",,,"0","5","3","9","5","2","25","12","0","0","-6","12","12.0","0.28","56",,"1110","0.61","21.0","29.2","36.4","22.0",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-01",,"0","0","5","5",,"5","0","22","7","0","0","4",,"8.0","0.48","55",,"985","1.46","21.0","32.0","40.0","24.1",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-02",,"0","0",,,,"5","23","27","25","0","0","-23",,"15.0",,"50",,"1697","2.20","39.0","2.1","11.6","-7.4",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-03",,"0","0","5","2",,"5","5","29","9","0","0","-20",,"8.0","0.50","58",,"1138","0.87","16.0","28.3","37.9","18.7",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-04",,"0","0","9","5","3","6","0","14","2","1","0","11","32","29.0","1.32","72",,"735","4.01","42.0","40.5","49.0","31.9",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-05",,"0","0","10","6","0","0","0","11","0","6","0","18","0","0.0","0.50","77",,"579","2.47","0.0","46.3","55.2","37.5",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-06",,"4","4","7","4","0","0","0","0","0","18","0","36","0","0.0","2.01","80",,"225","3.70","0.0","57.6","68.5","46.7",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-07",,,,,,"0","0",,,,,,,"0","0.0",,,,,"1.00","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-08",,,"65","5","4","0","0","0","0","0","26","1","40","0","0.0","0.88","90",,"91","1.95","0.0","64.1","77.8","50.5",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-09",,,"16","4","4","3","2","0","4","3","10","0","14","16","10.0","1.65","86",,"351","3.46","18.0","53.9","63.5","44.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-10",,,"0","5","3","18","5","0","21","6","0","0","5","18","18.0","0.85","69",,"869","2.06","40.0","36.3","45.9","26.8",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-11",,,"0",,,,"8","3","20","7","0","0","-4",,"8.0",,"59",,"1001","1.81","29.1","31.6","40.5","22.8",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2019-12",,,"0","2","2",,"2","0","22","9","0","0","7",,"6.0","0.18","55",,"952","0.32","12.0","33.3","40.0","26.5",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-01",,"0","0","5","1","7","4","9","26","6","0","0","-16","3","3.0","0.36","57",,"1172","0.49","8.0","27.2","37.0","17.5",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-02",,"0","0","3","3",,"4","0","28","9","0","0","1",,"6.1","0.18","60",,"1106","0.46","17.1","26.9","35.5","18.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-03",,"0","0","5","4",,"7","2","26","6","0","0","-6",,"12.0","0.29","63",,"1084","1.47","37.0","30.0","40.0","20.1",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-04",,"0","0","6","5",,"5","1","17","7","1","0","-3",,"18.0","0.92","74",,"854","1.93","34.0","36.5","46.9","26.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-05",,"1","1","7","4","0","0","0","8","0","3","0","30","0","0.0","0.63","80",,"482","2.19","0.0","49.5","60.3","38.6",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-06",,"17","16","7","7","0","0","0","0","0","14","0","42","0","0.0","2.25","86",,"223","6.91","0.0","58.1","68.2","48.0",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-07",,"80","63","1","1","0","0","0","0","0","29","2","43","0","0.0","0.34","91","72","72","0.34","0.0","64.7","78.2","51.2",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-08",,"208","128","1","1","0","0","0","0","0","30","3","44","0","0.0","0.30","93","113","41","0.30","0.0","67.8","82.8","52.8",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2020-09",,"221","13","1","1","0","0","0","0","0","20","1","33","0","0.0","1.40","90","331","217","1.40","0.0","58.2","71.2","45.1",,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-01",,,,"1","1",,"1",,,,,,,,"3.0","0.12",,,,"0.12","3.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-02",,,,"3","1",,"5",,,,,,,,"7.0","0.25",,,,"0.89","15.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-03",,,,"0","0","3","3",,,,,,,"4","2.0","0.00",,,,"0.41","5.7",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-04",,,,"6","5",,,,,,,,,,,"0.85",,,,"2.87",,,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-05",,,,"6","6","3","2",,,,,,,"8","4.1","0.66",,,,"4.74","8.1",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-06",,,,"2","2","0","0",,,,,,,"0","0.0","0.50",,,,"0.69","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-07",,,,"1","0","0","0",,,,,,,"0","0.0","0.08",,,,"0.08","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-08",,,,"3","3","0","0",,,,,,,"0","0.0","1.23",,,,"2.97","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-09",,,,"1","1","0","0",,,,,,,"0","0.0","0.28",,,,"0.44","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-10",,,,"1","1","1","1",,,,,,,"3","3.0","0.41",,,,"0.41","3.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-11",,,,"3","1","3","1",,,,,,,"4","6.0","0.28",,,,"0.36","6.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2021-12",,,,"6","5",,"8",,,,,,,,"4.0","0.20",,,,"1.05","21.1",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-01",,,,"5","3","12","6",,,,,,,"7","6.4","0.44",,,,"1.06","20.4",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-02",,,,,,,"7",,,,,,,,"8.0",,,,,"1.08","20.5",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-03",,,,"5","2",,"2",,,,,,,,"3.0","0.20",,,,"1.63","5.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-04",,,,"7","3",,,,,,,,,,,"0.52",,,,"1.44",,,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-05",,,,"5","4","1","1",,,,,,,"3","6.0","1.40",,,,"1.92","6.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-06",,,,"3","2","0","0",,,,,,,"0","0.0","1.29",,,,"1.97","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-07",,,,"5","3","0","0",,,,,,,"0","0.0","1.33",,,,"1.96","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-08",,,,"2","2","0","0",,,,,,,"0","0.0","0.19",,,,"0.36","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-09",,,,"2","2","0","0",,,,,,,"0","0.0","0.81",,,,"1.13","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-10",,,,"5","4",,"2",,,,,,,,"11.0","1.40",,,,"3.01","12.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-11",,,,,,,"0",,,,,,,,"0.0",,,,,"1.76","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2022-12",,,,"5","5",,"3",,,,,,,,"12.9","0.42",,,,"1.17","20.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-01",,,,,,,"5",,,,,,,,"15.0",,,,,"2.03","29.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-02",,,,"4","3",,"7",,,,,,,,"8.0","0.57",,,,"0.97","23.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-03",,,,"5","3",,,,,,,,,,,"0.24",,,,"0.66",,,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-04",,,,,,,"5",,,,,,,,"19.0",,,,,"4.50","51.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-05",,,,"5","5","0","0",,,,,,,"0","0.0","0.82",,,,"2.70","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-07",,,,"4","2","0","0",,,,,,,"0","0.0","0.78",,,,"1.08","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-08",,,,"0","0","0","0",,,,,,,"0","0.0","0.00",,,,"0.00","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-09",,,,"2","2","0","0",,,,,,,"0","0.0","0.16",,,,"1.21","0.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-10",,,,"3","2","2","2",,,,,,,"12","9.0","0.56",,,,"2.13","15.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-11",,,,"2","0",,"2",,,,,,,,"2.0","0.08",,,,"0.11","3.0",,,,,,,,,
"USC00247540","SHONKIN 7 S, MT US","47.53101","-110.57668","1309.1","2023-12",,,,"5","2",,"4",,,,,,,,"4.0","0.22",,,,"0.56","9.6",,,,,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-01","18.3","0","0","2","2",,,"5","31","13","0","0","-9",,,"0.25","50",,"1352","0.35",,"21.4","31.2","11.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-03",,,"0","2","1",,,"0","26","7","0","0","1",,,"0.15","66",,"1003","0.20",,"32.6","44.3","21.0",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-04",,,"0","4","3",,,"0","18","0","3","0","12",,,"0.20","77",,"669","0.50",,"42.7","55.8","29.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-05",,,"12",,,,,"0","4","0","18","0","16",,,,"88",,"270",,,"56.7","70.5","42.8",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-06",,,"51","8","7",,,"0","0","0","27","0","41",,,"2.14","89",,"80","4.11",,"64.0","77.4","50.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-07",,,"164","8","7","0","0","0","0","0","29","9","47","0","0.0","0.62","94","8","8","1.69","0.0","70.4","84.9","55.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-08",,,"190","3","3",,,"0","0","0","31","14","46",,,"0.67","96","12","4","1.40",,"71.0","86.7","55.3",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-09",,,"89","8","5",,,"0","0","0","23","5","33",,,"0.58","100","143","131","1.69",,"63.6","77.5","49.7",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-10",,,"0","1","1",,,"0","23","0","3","0","16",,,"0.18","76","797","654","0.18",,"43.9","57.8","29.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-11",,,"0","4","2",,,"2","29","4","0","0","-3",,,"0.30","56","1835","1038","0.50",,"30.4","41.8","19.0",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2013-12",,,"0","5","5",,,"10","31","15","0","0","-33",,,"0.25","50","3315","1480","0.73",,"15.6","27.3","3.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-01",,"0","0",,,,,"4","29","8","0","0","-19",,,,"53","4509","1194",,,"26.5","35.7","17.2",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-02",,"0","0","3","1",,,"15","26","17","0","0","-29",,,"0.10","48","5971","1462","0.20",,"12.8","23.6","2.0",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-03",,"0","0","9","6",,,"4","26","9","0","0","-14",,,"0.30","65","7094","1123","1.30",,"28.8","39.2","18.3",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-04",,"1","1","5","2",,,"0","17","0","3","0","14",,,"0.55","79","7680","586","0.83",,"45.5","59.3","31.7",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-05",,"9","7","7","4",,,"0","4","0","17","0","27",,,"0.55","89","7993","313","1.51",,"55.1","69.4","40.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-06",,"18","9","13","9",,,"0","0","0","20","0","40",,,"0.84","83","8149","155","3.24",,"60.0","72.6","47.4",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-07",,"247","229","4","2",,,"0","0","0","31","12","43",,,"0.13","97","7","7","0.33",,"72.1","87.6","56.7",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-08",,"437","190","6","6",,,"0","0","0","27","11","45",,,"1.03","98","38","31","3.05",,"70.1","83.6","56.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-09",,"461","24","6","4",,,"0","0","0","20","2","34",,,"0.35","92","258","220","0.98",,"58.5","72.3","44.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-10",,"461","0","7","5",,,"0","4","0","10","0","23",,,"0.28","80","652","393","1.01",,"51.9","65.4","38.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-11",,"461","0","4","4",,,"8","27","12","0","0","-22",,,"0.28","62","1858","1206","0.81",,"24.8","35.0","14.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2014-12",,"461","0","1","1",,,"2","25","15","0","0","-17",,,"0.20","60","3040","1183","0.20",,"26.9","35.1","18.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-01",,"0","0","3","2",,,"8","28","13","0","0","-19",,,"0.40","57","4377","1336","0.55",,"21.9","31.0","12.8",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-02",,"0","0","4","2",,,"4","24","10","0","0","-7",,,"0.10","63","5398","1021","0.24",,"28.5","38.9","18.1",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-03",,"0","0","3","0",,,"1","20","4","5","0","-2",,,"0.05","77","6083","685","0.15",,"42.9","56.9","28.8",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-04",,"0","0","3","1",,,"0","16","0","6","0","20",,,"0.35","82","6627","543","0.48",,"46.9","61.8","32.0",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-05",,"0","0","6","4",,,"0","6","0","13","0","26",,,"0.57","83","6955","328","1.31",,"54.4","67.4","41.4",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-06",,"114","113","4","4",,,"0","0","0","30","6","40",,,"1.30","100","6999","43","2.10",,"67.3","83.1","51.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-07",,"315","202","7","5","0","0","0","0","0","30","11","46","0","0.0","1.68","97","25","25","3.24","0.0","70.7","85.9","55.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-08",,"498","183","3","1","0","0","0","0","0","28","11","37","0","0.0","0.33","100","62","37","0.40","0.0","69.7","85.1","54.3",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-09",,"510","12","5","4","0","0","0","2","0","18","2","30","0","0.0","0.65","93","251","189","1.58","0.0","58.6","73.8","43.4",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-10",,"516","6","5","3","0","0","0","12","0","8","0","18","0","0.0","0.42","83","751","500","1.01","0.0","49.1","61.8","36.3",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-11",,"516","0","4","3",,,"2","23","7","0","0","-4",,,"0.20","66","1701","950","0.50",,"33.3","44.3","22.3",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2015-12",,"516","0","2","2",,,"5","26","13","0","0","-17",,,"0.18","62","2949","1248","0.28",,"24.8","33.8","15.7",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-01",,"0","0","5","2",,,"6","30","16","0","0","-14",,,"0.15","55","4293","1344","0.42",,"21.6","31.5","11.8",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-02",,"0","0","5","2","0","0","0","24","1","0","0","13","0","0.0","0.15","66","5096","803","0.42","0.0","37.3","48.7","25.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-03",,"0","0","5","4",,,"0","24","0","4","0","11",,,"0.43","71","5818","722","0.93",,"41.7","55.3","28.1",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-07",,,"146","12","8",,,"0","0","0","30","8","43",,,"1.10","96","27","27","2.80",,"68.8","83.7","53.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-08",,,"125","5","3",,,"0","0","0","29","6","39",,,"0.91","94","66","39","1.51",,"67.8","82.5","53.1",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-09",,,"17","4","4",,,"0","1","0","16","1","31",,,"1.24","94","307","240","2.64",,"57.6","70.2","44.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-10",,,"0","12","9",,,"0","12","1","3","0","15",,,"0.75","71","891","584","3.86",,"46.1","56.4","35.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-11",,,"0","0","0",,,"0","19","0","3","0","11",,,"0.00","71","1552","661","0.00",,"42.3","55.3","29.4",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2016-12",,,"0","4","3",,,"14","31","16","0","0","-27",,,"0.17","45","3099","1547","0.47",,"15.1","24.0","6.3",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-01",,"0","0","4","2",,,"11","29","21","0","0","-28",,,"0.17","49","4641","1542","0.40",,"15.2","24.0","6.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-02",,"0","0","4","3",,,"5","24","11","0","0","-19",,,"0.35","64","5733","1092","0.86",,"26.0","34.9","17.1",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-03",,"0","0","3","1",,,"0","22","5","1","0","5",,,"0.10","76","6600","867","0.20",,"37.0","48.6","25.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-04",,"0","0","11","6",,,"0","11","0","3","0","22",,,"0.54","73","7136","536","1.51",,"47.1","59.4","34.8",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-05",,"13","13","7","5",,,"0","2","0","20","0","32",,,"0.26","89","7410","274","1.04",,"56.6","71.5","41.6",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-06",,"87","74","7","5",,,"0","0","0","29","3","38",,,"1.10","97","7494","83","1.83",,"64.7","79.1","50.2",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-07",,"387","300","3","1",,,"0","0","0","31","23","43",,,"0.12","103","1","1","0.23",,"74.6","92.3","57.0",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-08",,"514","127","2","0",,,"0","0","0","31","9","40",,,"0.06","96","21","20","0.09",,"68.5","85.1","51.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-09",,"565","52","3","3",,,"0","1","0","18","6","32",,,"0.39","95","258","237","0.78",,"58.8","73.2","44.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-10",,"565","0","7","7",,,"0","19","0","6","0","13",,,"0.94","76","905","647","2.14",,"44.1","56.1","32.1",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-11",,"565","0","1","1",,,"2","27","8","0","0","-4",,,"0.25","69","1903","997","0.25",,"31.7","42.5","21.0",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2017-12",,"565","0","2","2",,,"9","31","13","0","0","-26",,,"0.50","58","3274","1371","0.90",,"20.7","30.0","11.5",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2018-01",,"0","0","3","3",,,"10","30","11","0","0","-33",,,"0.16","47","4670","1395","0.45",,"20.0","30.8","9.1",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2018-02",,"0","0","2","2",,"0","18","28","23","0","0","-29",,"0.0","1.18","40","6305","1635","1.39","0.0","6.6","18.1","-4.9",,,,,,
"USC00240770","BIG SANDY, MT US","48.13514","-110.06364","843.7","2018-03",,"0","0","1","1",,,"6","30","13","0","0","-4",,,"0.30","48","7591","1287","0.30",,"23.5","32.9","14.1",,,,,,
